"word","tfidf","tf"
"floor",1.00115355363984,104
"museum",0.874031726658861,157
"exhibit",0.853071391087335,133
"insid",0.777796055602684,110
"visit",0.763331402804567,105
"disappoint",0.713931680909053,71
"art",0.704992703712564,247
"guggenheim",0.697069081023139,80
"interest",0.682823800182268,64
"time",0.623630526395432,55
"worth",0.617361401141711,57
"bilbao",0.612244897959184,60
"modern",0.598644940600995,64
"money",0.586249426559317,47
"don",0.583211795672184,58
"architectur",0.569442344694228,51
"build",0.562593472694884,205
"wast",0.555598105334112,49
"collect",0.550142829903277,37
"display",0.529387897017372,39
"close",0.524554229542195,40
"impress",0.515764694462218,40
"work",0.502870577100663,39
"great",0.498935682178142,40
"room",0.482950748797639,30
"enjoy",0.466852390504385,29
"artist",0.464143122533633,33
"galleri",0.44990395444705,25
"content",0.443900996816756,27
"nice",0.443900996816756,27
"lot",0.439385821769502,25
"piec",0.434655673917876,27
"good",0.432821049056293,28
"peopl",0.431907796269168,24
"beauti",0.429697181947592,30
"walk",0.423136979166329,29
"pictur",0.405732737604768,22
"love",0.404234956027942,23
"place",0.403197765211573,24
"amaz",0.395081600027792,23
"amp",0.394235058602557,18
"area",0.386659523157162,22
"expect",0.386397858327757,23
"poor",0.386397858327757,23
"bore",0.386360599038112,24
"paint",0.386360599038112,24
"thing",0.378137886177236,23
"didn",0.377919321735522,21
"save",0.369597951443942,22
"make",0.368847943277062,20
"space",0.361697108517356,22
"restaur",0.353166569702694,15
"big",0.351508657415602,20
"found",0.351508657415602,20
"euro",0.345256330857477,21
"hour",0.341927005379758,19
"pay",0.335998137676311,20
"trip",0.330229763647853,17
"free",0.321596567472519,17
"review",0.31953225518156,16
"absolut",0.318005986643718,15
"staff",0.317484631619493,14
"fee",0.316357791674041,18
"find",0.316357791674041,18
"made",0.316357791674041,18
"guid",0.310804483433274,16
"river",0.310804483433274,16
"empti",0.308399031382198,15
"sculptur",0.305934689023994,17
"entranc",0.302679122327077,16
"felt",0.302679122327077,16
"part",0.302679122327077,16
"stun",0.302679122327077,16
"show",0.299561489232713,15
"artwork",0.294327852370874,12
"huge",0.291379203218694,15
"view",0.291379203218694,15
"fill",0.287839095956718,14
"half",0.287839095956718,14
"price",0.287839095956718,14
"real",0.287839095956718,14
"design",0.284725320101847,13
"high",0.282533255762156,12
"cloth",0.279590723283865,14
"leav",0.279590723283865,14
"pretenti",0.279590723283865,14
"total",0.279590723283865,14
"world",0.279590723283865,14
"day",0.275605188424555,13
"open",0.275605188424555,13
"video",0.275605188424555,13
"complet",0.271953923004115,14
"bother",0.267279160531238,13
"left",0.267279160531238,13
"structur",0.267279160531238,13
"tast",0.267279160531238,13
"ticket",0.267279160531238,13
"exterior",0.262823372401705,12
"inform",0.262823372401705,12
"person",0.262823372401705,12
"audio",0.259619957335018,13
"citi",0.259619957335018,13
"larg",0.259619957335018,13
"ono",0.259619957335018,13
"top",0.259619957335018,13
"yoko",0.259619957335018,13
"line",0.257818309168555,9
"bit",0.254404789314974,12
"decid",0.254404789314974,12
"dog",0.254404789314974,12
"put",0.246719225105758,12
"recommend",0.246719225105758,12
"spend",0.246719225105758,12
"cafe",0.245273210309061,10
"children",0.245273210309061,10
"famous",0.245273210309061,10
"emperor",0.240921424701563,11
"fantast",0.240921424701563,11
"qualiti",0.240921424701563,11
"skip",0.240921424701563,11
"stuff",0.240921424701563,11
"visitor",0.235444379801796,10
"inspir",0.235444379801796,10
"wall",0.235444379801796,10
"entri",0.233204390205393,11
"metal",0.233204390205393,11
"thought",0.233204390205393,11
"understand",0.233204390205393,11
"bieber",0.233103362574955,6
"weird",0.230957786176258,9
"end",0.226774736871066,10
"mind",0.226774736871066,10
"rest",0.226774736871066,10
"opinion",0.220745889278155,9
"stay",0.220745889278155,9
"call",0.219019477001421,10
"full",0.219019477001421,10
"instal",0.219019477001421,10
"puppi",0.219019477001421,10
"spider",0.219019477001421,10
"steel",0.219019477001421,10
"massiv",0.216031908131749,8
"devot",0.211899941821617,9
"entir",0.211899941821617,9
"feel",0.211899941821617,9
"photo",0.211899941821617,9
"point",0.211899941821617,9
"small",0.211899941821617,9
"terribl",0.211899941821617,9
"travel",0.211899941821617,9
"wait",0.211899941821617,9
"wasn",0.211899941821617,9
"bad",0.205295809934451,8
"admir",0.20409726318396,9
"miss",0.20409726318396,9
"perman",0.20409726318396,9
"rubbish",0.20409726318396,9
"shame",0.20409726318396,9
"year",0.20409726318396,9
"ikea",0.200525351575543,7
"temporari",0.196218568247249,8
"worst",0.196218568247249,8
"wouldn",0.196218568247249,8
"number",0.18902791961528,7
"flower",0.188355503841437,8
"includ",0.188355503841437,8
"main",0.188355503841437,8
"special",0.188355503841437,8
"surround",0.188355503841437,8
"type",0.188355503841437,8
"admiss",0.179633833692645,7
"fan",0.179633833692645,7
"give",0.179633833692645,7
"shop",0.179633833692645,7
"simpli",0.179633833692645,7
"trash",0.179633833692645,7
"present",0.171878872779037,6
"snack",0.171878872779037,6
"architect",0.171691247216343,7
"attract",0.171691247216343,7
"cost",0.171691247216343,7
"difficult",0.171691247216343,7
"expens",0.171691247216343,7
"fine",0.171691247216343,7
"food",0.171691247216343,7
"hand",0.171691247216343,7
"interior",0.171691247216343,7
"koon",0.171691247216343,7
"overr",0.171691247216343,7
"pretti",0.171691247216343,7
"reason",0.171691247216343,7
"spent",0.171691247216343,7
"tourist",0.171691247216343,7
"buy",0.162023931098812,6
"cool",0.162023931098812,6
"eye",0.162023931098812,6
"front",0.162023931098812,6
"level",0.162023931098812,6
"offer",0.162023931098812,6
