"word","tfidf","tf"
"the museum",0.437214543518207,7
"the staff",0.406893440247448,5
"this museum",0.405465108108164,9
"of art",0.374755323015606,6
"entri for",0.366204096222703,3
"special shows",0.366204096222703,3
"the artwork",0.366204096222703,3
"the special",0.366204096222703,3
"time entri",0.366204096222703,3
"museum is",0.353618982386007,5
"lot of",0.325514752197958,4
"a lot",0.312296102513005,5
"member of",0.289187742827154,3
"room and",0.289187742827154,3
"the experi",0.289187742827154,3
"the queue",0.289187742827154,3
"their mobil",0.289187742827154,3
"to visit",0.289187742827154,3
"work by",0.289187742827154,3
"modern art",0.282895185908806,4
"art but",0.244136064148469,3
"collect of",0.244136064148469,3
"reina sofia",0.244136064148469,3
"staff in",0.244136064148469,3
"the art",0.244136064148469,3
"to get",0.244136064148469,3
"tri to",0.244136064148469,3
"we went",0.244136064148469,3
"art is",0.244136064148469,2
"doe not",0.244136064148469,2
"experi of",0.244136064148469,2
"experi was",0.244136064148469,2
"floor of",0.244136064148469,2
"friend or",0.244136064148469,2
"go for",0.244136064148469,2
"is free",0.244136064148469,2
"just doe",0.244136064148469,2
"listen to",0.244136064148469,2
"museum may",0.244136064148469,2
"my taste",0.244136064148469,2
"of staff",0.244136064148469,2
"old master",0.244136064148469,2
"on monday",0.244136064148469,2
"or listen",0.244136064148469,2
"paint by",0.244136064148469,2
"shows time",0.244136064148469,2
"spoilt by",0.244136064148469,2
"text friend",0.244136064148469,2
"the exhibit",0.244136064148469,2
"the secur",0.244136064148469,2
"to leav",0.244136064148469,2
"to music",0.244136064148469,2
"a great",0.192791828551436,2
"a member",0.192791828551436,2
"ani of",0.192791828551436,2
"art i",0.192791828551436,2
"art work",0.192791828551436,2
"as though",0.192791828551436,2
"chat to",0.192791828551436,2
"email or",0.192791828551436,2
"enjoy the",0.192791828551436,2
"go to",0.192791828551436,2
"great art",0.192791828551436,2
"indic that",0.192791828551436,2
"is charg",0.192791828551436,2
"is veri",0.192791828551436,2
"it just",0.192791828551436,2
"like it",0.192791828551436,2
"look at",0.192791828551436,2
"major were",0.192791828551436,2
"master and",0.192791828551436,2
"museum but",0.192791828551436,2
"museum staff",0.192791828551436,2
"none of",0.192791828551436,2
"not realli",0.192791828551436,2
"prado and",0.192791828551436,2
"seem to",0.192791828551436,2
"temporari exhibit",0.192791828551436,2
"the audio",0.192791828551436,2
"the guid",0.192791828551436,2
"the major",0.192791828551436,2
"the modern",0.192791828551436,2
"the perman",0.192791828551436,2
"the prado",0.192791828551436,2
"the wall",0.192791828551436,2
"the way",0.192791828551436,2
"to enjoy",0.192791828551436,2
"visit was",0.192791828551436,2
"were mani",0.192791828551436,2
"worth it",0.192791828551436,2
"€ that",0.122068032074234,1
"a better",0.122068032074234,1
"a big",0.122068032074234,1
"a bore",0.122068032074234,1
"a collect",0.122068032074234,1
"a countri",0.122068032074234,1
"a dark",0.122068032074234,1
"a deposit",0.122068032074234,1
"a differ",0.122068032074234,1
"a galleri",0.122068032074234,1
"a hideous",0.122068032074234,1
"a major",0.122068032074234,1
"a manag",0.122068032074234,1
"a medium",0.122068032074234,1
"a morn",0.122068032074234,1
"a museum",0.122068032074234,1
"a particular",0.122068032074234,1
"a poor",0.122068032074234,1
"a prestigi",0.122068032074234,1
"a raini",0.122068032074234,1
"a salmon",0.122068032074234,1
"a serious",0.122068032074234,1
"a shambles",0.122068032074234,1
"a smile",0.122068032074234,1
"a staff",0.122068032074234,1
"a temporari",0.122068032074234,1
"a uniqu",0.122068032074234,1
"a use",0.122068032074234,1
"a visit",0.122068032074234,1
"a wast",0.122068032074234,1
"abl to",0.122068032074234,1
"about art",0.122068032074234,1
"about everi",0.122068032074234,1
"about h",0.122068032074234,1
"act like",0.122068032074234,1
"actual clash",0.122068032074234,1
"adjac restaur",0.122068032074234,1
"admiss could",0.122068032074234,1
"advanc befor",0.122068032074234,1
"advic you",0.122068032074234,1
"adviser the",0.122068032074234,1
"afternoon rent",0.122068032074234,1
"afternoon treat",0.122068032074234,1
"again modern",0.122068032074234,1
"ahead to",0.122068032074234,1
"all paint",0.122068032074234,1
"allow you",0.122068032074234,1
"almost all",0.122068032074234,1
"almost an",0.122068032074234,1
"also more",0.122068032074234,1
"although there",0.122068032074234,1
"although this",0.122068032074234,1
"amaz place",0.122068032074234,1
"amaz work",0.122068032074234,1
"american landscap",0.122068032074234,1
"amount that",0.122068032074234,1
"an amaz",0.122068032074234,1
"an audio",0.122068032074234,1
"an emerg",0.122068032074234,1
"an exit",0.122068032074234,1
"an hour",0.122068032074234,1
"an interest",0.122068032074234,1
"an interrupt",0.122068032074234,1
"and apologised",0.122068032074234,1
"and ask",0.122068032074234,1
"and bonnard",0.122068032074234,1
"and doe",0.122068032074234,1
"and effici",0.122068032074234,1
"and enjoy",0.122068032074234,1
"and essenti",0.122068032074234,1
"and follow",0.122068032074234,1
"and good",0.122068032074234,1
"and high",0.122068032074234,1
"and left",0.122068032074234,1
"and make",0.122068032074234,1
"and march",0.122068032074234,1
"and master",0.122068032074234,1
"and overal",0.122068032074234,1
"and realli",0.122068032074234,1
"and reina",0.122068032074234,1
"and stick",0.122068032074234,1
"and tri",0.122068032074234,1
"and trip",0.122068032074234,1
"and veri",0.122068032074234,1
"and whilst",0.122068032074234,1
"ani other",0.122068032074234,1
"anoth disappoint",0.122068032074234,1
"anoth job",0.122068032074234,1
"another the",0.122068032074234,1
"another when",0.122068032074234,1
"answer basic",0.122068032074234,1
"answer my",0.122068032074234,1
"anyon disresecpt",0.122068032074234,1
"anyth to",0.122068032074234,1
"anything they",0.122068032074234,1
"apart from",0.122068032074234,1
"apologised but",0.122068032074234,1
"appar an",0.122068032074234,1
"appear to",0.122068032074234,1
"approach staff",0.122068032074234,1
"are extrem",0.122068032074234,1
"are inside",0.122068032074234,1
"are interest",0.122068032074234,1
"are like",0.122068032074234,1
"are ok",0.122068032074234,1
"are quit",0.122068032074234,1
"are work",0.122068032074234,1
"around chat",0.122068032074234,1
"around then",0.122068032074234,1
"art and",0.122068032074234,1
"art galleri",0.122068032074234,1
"art if",0.122068032074234,1
"art it",0.122068032074234,1
"art just",0.122068032074234,1
"art lovers",0.122068032074234,1
"art so",0.122068032074234,1
"art then",0.122068032074234,1
"art there",0.122068032074234,1
"artist and",0.122068032074234,1
"artist from",0.122068032074234,1
"artists an",0.122068032074234,1
"artists there",0.122068032074234,1
"artotherwise somewhat",0.122068032074234,1
"artwork in",0.122068032074234,1
"artwork is",0.122068032074234,1
"artwork it",0.122068032074234,1
"as expected",0.122068032074234,1
"as interest",0.122068032074234,1
"as someon",0.122068032074234,1
"ask about",0.122068032074234,1
"ask or",0.122068032074234,1
"ask questions",0.122068032074234,1
"ask to",0.122068032074234,1
"ask where",0.122068032074234,1
"at par",0.122068032074234,1
"at prado",0.122068032074234,1
"at ticket",0.122068032074234,1
"attempt entri",0.122068032074234,1
"audio devic",0.122068032074234,1
"audio guid",0.122068032074234,1
"audio guide",0.122068032074234,1
"avail but",0.122068032074234,1
"avoid the",0.122068032074234,1
"away after",0.122068032074234,1
"background the",0.122068032074234,1
"bad experience",0.122068032074234,1
"bad paint",0.122068032074234,1
"bag in",0.122068032074234,1
"bar of",0.122068032074234,1
"baron thyssen",0.122068032074234,1
"basic information",0.122068032074234,1
"basic look",0.122068032074234,1
"basic questions",0.122068032074234,1
"be bought",0.122068032074234,1
"be incredible",0.122068032074234,1
"be polit",0.122068032074234,1
"be shown",0.122068032074234,1
"be told",0.122068032074234,1
"be worth",0.122068032074234,1
"becaus it",0.122068032074234,1
"becaus of",0.122068032074234,1
"becaus reina",0.122068032074234,1
"befor you",0.122068032074234,1
"behind museum",0.122068032074234,1
"benefit of",0.122068032074234,1
"best experience",0.122068032074234,1
"better and",0.122068032074234,1
"better go",0.122068032074234,1
"better job",0.122068032074234,1
"better to",0.122068032074234,1
"big build",0.122068032074234,1
"big name",0.122068032074234,1
"big names",0.122068032074234,1
"bonnard for",0.122068032074234,1
"book in",0.122068032074234,1
"book which",0.122068032074234,1
"bore building",0.122068032074234,1
"bore for",0.122068032074234,1
"boring we",0.122068032074234,1
"bought there",0.122068032074234,1
"build and",0.122068032074234,1
"build itself",0.122068032074234,1
"building perhap",0.122068032074234,1
"but failed",0.122068032074234,1
"but nice",0.122068032074234,1
"but noth",0.122068032074234,1
"but onli",0.122068032074234,1
"but sometim",0.122068032074234,1
"but veri",0.122068032074234,1
"by good",0.122068032074234,1
"by indiffer",0.122068032074234,1
"by lesser",0.122068032074234,1
"by lone",0.122068032074234,1
"by master",0.122068032074234,1
"by minor",0.122068032074234,1
"bypass them",0.122068032074234,1
"called he",0.122068032074234,1
"can i",0.122068032074234,1
"can leav",0.122068032074234,1
"cannot realli",0.122068032074234,1
"caught me",0.122068032074234,1
"caus long",0.122068032074234,1
"centuri american",0.122068032074234,1
"certain piec",0.122068032074234,1
"certain work",0.122068032074234,1
"cervera widow",0.122068032074234,1
"cezann exhibition",0.122068032074234,1
"cezann paint",0.122068032074234,1
"challeng insid",0.122068032074234,1
"clash with",0.122068032074234,1
"cloak room",0.122068032074234,1
"collect in",0.122068032074234,1
"collect is",0.122068032074234,1
"collection about",0.122068032074234,1
"collection it",0.122068032074234,1
"color kind",0.122068032074234,1
"color on",0.122068032074234,1
"color that",0.122068032074234,1
"comment next",0.122068032074234,1
"commit is",0.122068032074234,1
"compar it",0.122068032074234,1
"complain at",0.122068032074234,1
"complaint from",0.122068032074234,1
"complet disinterested",0.122068032074234,1
"complet in",0.122068032074234,1
"complet monotonous",0.122068032074234,1
"comprehens but",0.122068032074234,1
"comprehens collection",0.122068032074234,1
"concentrate i",0.122068032074234,1
"confus and",0.122068032074234,1
"confusing you",0.122068032074234,1
"contact details",0.122068032074234,1
"continu loud",0.122068032074234,1
"correct name",0.122068032074234,1
"cost €",0.122068032074234,1
"cost anyth",0.122068032074234,1
"counter doesnt",0.122068032074234,1
"countri where",0.122068032074234,1
"crowd we",0.122068032074234,1
"crowd when",0.122068032074234,1
"curat could",0.122068032074234,1
"custom who",0.122068032074234,1
"dark person",0.122068032074234,1
"day job",0.122068032074234,1
"deal that",0.122068032074234,1
"deepli engross",0.122068032074234,1
"definit extraordinari",0.122068032074234,1
"definit need",0.122068032074234,1
"delay as",0.122068032074234,1
"deposit but",0.122068032074234,1
"depth which",0.122068032074234,1
"desk and",0.122068032074234,1
"despit the",0.122068032074234,1
"destroy due",0.122068032074234,1
"details this",0.122068032074234,1
"detract from",0.122068032074234,1
"devic avail",0.122068032074234,1
"did ask",0.122068032074234,1
"did complain",0.122068032074234,1
"did noth",0.122068032074234,1
"didnt enjoy",0.122068032074234,1
"didnt like",0.122068032074234,1
"differ erra",0.122068032074234,1
"differ exhibit",0.122068032074234,1
"differ than",0.122068032074234,1
"difficult to",0.122068032074234,1
"director we",0.122068032074234,1
"disabl visitors",0.122068032074234,1
"disappoint apart",0.122068032074234,1
"disappoint by",0.122068032074234,1
"disappoint the",0.122068032074234,1
"disappoint was",0.122068032074234,1
"disappointing not",0.122068032074234,1
"disappointing on",0.122068032074234,1
"disclos his",0.122068032074234,1
"disinterested i",0.122068032074234,1
"disorganis shambles",0.122068032074234,1
"display but",0.122068032074234,1
"displeas by",0.122068032074234,1
"disregard this",0.122068032074234,1
"disresecpt of",0.122068032074234,1
"do recal",0.122068032074234,1
"do someth",0.122068032074234,1
"doe warrant",0.122068032074234,1
"doesnt cost",0.122068032074234,1
"doesnt set",0.122068032074234,1
"done a",0.122068032074234,1
"dont miss",0.122068032074234,1
"due to",0.122068032074234,1
"dull paintings",0.122068032074234,1
"dure our",0.122068032074234,1
"each appear",0.122068032074234,1
"easi to",0.122068032074234,1
"easili complet",0.122068032074234,1
